==============================================================================
==============================================================================
Thu. Mar. 19 2015                  LANDSAT 5                       Time: 21:10
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0601503185219_00001                          Path / Row - 122 / 44
Reference Image: L51BKT1088329020100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 99.0%
Rank   2 --  1.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1220441315   23.61222    113.59091     0.07     -0.08     0.10     1 
1220441316   23.61172    113.62059     0.39     -0.16     0.42     1 
1220441317   23.61122    113.65026     0.11      0.04     0.12     1 
1220441318   23.61070    113.67993     0.08      0.01     0.08     1 
1220441319   23.61019    113.70959    -0.15     -0.06     0.16     1 
1220441320   23.60967    113.73926    -0.48      0.01     0.48     1 
1220441321   23.60914    113.76893     0.29     -0.10     0.30     1 
1220441322   23.60861    113.79860    -0.21     -0.04     0.21     1 
1220441323   23.60807    113.82826    -0.05      0.13     0.14     1 
1220441324   23.60753    113.85792    -0.17      0.11     0.20     1 
1220441325   23.60698    113.88759    -0.08      0.12     0.14     1 
1220441327   23.60586    113.94691    -0.34     -0.22     0.41     1 
1220441328   23.60530    113.97657     0.22      0.09     0.24     1 
1220441330   23.60415    114.03589    -0.30     -0.07     0.31     1 
1220441331   23.60356    114.06555    -0.02     -0.03     0.04     1 
1220441332   23.60298    114.09521     0.03      0.03     0.04     1 
1220441333   23.60238    114.12486     0.22      0.03     0.22     1 
1220441334   23.60178    114.15452    -0.29     -0.06     0.30     1 
1220441335   23.60118    114.18417     0.06      0.03     0.07     1 
1220441336   23.60056    114.21382    -0.20      0.06     0.21     1 
1220441337   23.59995    114.24347    -0.05     -0.02     0.05     1 
1220441338   23.59932    114.27312     0.05     -0.03     0.05     1 
1220441340   23.59806    114.33242    -0.10     -0.13     0.16     1 
1220441342   23.59678    114.39172     0.15     -0.03     0.15     1 
1220441343   23.59613    114.42136    -0.03      0.05     0.06     1 
1220441344   23.59547    114.45101    -0.28     -0.01     0.28     1 
1220441345   23.59481    114.48065    -0.22     -0.00     0.22     1 
1220441346   23.59414    114.51029    -0.25     -0.19     0.31     1 
1220441347   23.59346    114.53994    -0.10     -0.17     0.20     1 
1220441366   23.59783    112.87824    -0.07      0.10     0.12     1 
1220441376   23.59396    113.17503    -0.12     -0.09     0.15     1 
1220441377   23.59354    113.20471     0.03      0.14     0.15     1 
1220441382   23.59136    113.35308    -0.29     -0.14     0.32     1 
1220441383   23.59091    113.38275    -0.13      0.03     0.13     1 
1220441388   23.58856    113.53110     0.08      0.00     0.08     1 
1220441389   23.58807    113.56077     0.17      0.08     0.19     1 
1220441390   23.58758    113.59043     0.13      0.04     0.13     1 
1220441392   23.58658    113.64976     0.19      0.12     0.22     1 
1220441393   23.58607    113.67942    -0.10      0.05     0.11     1 
1220441394   23.58556    113.70909     0.03     -0.08     0.08     1 
1220441395   23.58504    113.73875     0.35     -0.10     0.37     1 
1220441396   23.58451    113.76841    -0.26     -0.18     0.31     1 
1220441398   23.58344    113.82773    -0.38     -0.07     0.39     1 
1220441399   23.58290    113.85739    -0.12      0.04     0.13     1 
1220441400   23.58235    113.88705    -0.07     -0.01     0.07     1 
1220441401   23.58180    113.91670     0.00     -0.12     0.12     1 
1220441404   23.58010    114.00567     0.09     -0.11     0.14     1 
1220441405   23.57952    114.03532    -0.31      0.09     0.33     1 
1220441406   23.57894    114.06498    -0.39     -0.10     0.40     1 
1220441407   23.57835    114.09463    -0.14     -0.09     0.16     1 
1220441408   23.57776    114.12428    -0.16     -0.05     0.16     1 
1220441409   23.57716    114.15393    -0.13     -0.27     0.30     1 
1220441411   23.57594    114.21322    -0.20     -0.27     0.33     1 
1220441412   23.57533    114.24287    -0.12      0.02     0.13     1 
1220441414   23.57408    114.30216     0.15     -0.04     0.16     1 
1220441415   23.57344    114.33180    -0.25      0.04     0.25     1 
1220441417   23.57216    114.39109    -0.05     -0.11     0.12     1 
1220441419   23.57085    114.45036    -0.21     -0.13     0.25     1 
1220441420   23.57019    114.48000    -0.14     -0.07     0.15     1 
1220441421   23.56952    114.50964    -0.18     -0.04     0.19     1 
1220441422   23.56885    114.53928     0.28     -0.00     0.28     1 
1220441441   23.57319    112.87789     0.19      0.13     0.22     1 
1220441443   23.57246    112.93724     0.05      0.00     0.05     1 
1220441444   23.57209    112.96692     0.23     -0.06     0.24     1 
1220441453   23.56847    113.23397    -0.15     -0.01     0.15     1 
1220441456   23.56717    113.32297    -0.23     -0.02     0.23     1 
1220441457   23.56672    113.35264    -0.40      0.08     0.41     1 
1220441458   23.56627    113.38231    -0.02     -0.09     0.09     1 
1220441461   23.56488    113.47130    -0.26     -0.15     0.30     1 
1220441462   23.56441    113.50096     0.23     -0.10     0.25     1 
1220441463   23.56393    113.53063    -0.02      0.03     0.04     1 
1220441465   23.56295    113.58995     0.10      0.04     0.11     1 
1220441467   23.56195    113.64927     0.05      0.02     0.05     1 
1220441469   23.56093    113.70858     0.03     -0.13     0.14     1 
1220441471   23.55988    113.76789    -0.05      0.07     0.09     1 
1220441472   23.55935    113.79755     0.00     -0.09     0.09     1 
1220441473   23.55881    113.82720    -0.17     -0.12     0.20     1 
1220441474   23.55827    113.85686     0.22     -0.22     0.31     1 
1220441475   23.55772    113.88651    -0.27      0.02     0.27     1 
1220441478   23.55605    113.97546     0.01      0.12     0.12     1 
1220441480   23.55490    114.03476    -0.34      0.01     0.34     1 
1220441481   23.55432    114.06440    -0.07      0.05     0.09     1 
1220441482   23.55373    114.09405     0.01     -0.00     0.01     1 
1220441483   23.55314    114.12369    -0.08     -0.05     0.10     1 
1220441486   23.55132    114.21262    -0.34     -0.00     0.34     1 
1220441487   23.55071    114.24226    -0.25     -0.15     0.29     1 
1220441489   23.54946    114.30154    -0.03      0.11     0.11     1 
1220441490   23.54883    114.33118    -0.13     -0.17     0.21     1 
1220441493   23.54689    114.42009    -0.09      0.13     0.16     1 
1220441494   23.54624    114.44972    -0.18     -0.13     0.22     1 
1220441495   23.54558    114.47935    -0.14     -0.08     0.17     1 
1220441496   23.54491    114.50898     0.11     -0.03     0.12     1 
1220441497   23.54424    114.53861     0.04     -0.06     0.07     1 
1220441513   23.54959    112.78852    -0.17     -0.10     0.19     1 
1220441514   23.54925    112.81819    -0.15     -0.13     0.20     1 
1220441517   23.54818    112.90721    -0.03     -0.14     0.14     1 
1220441520   23.54706    112.99622     0.18      0.00     0.18     1 
1220441523   23.54589    113.08522     0.09     -0.06     0.11     1 
1220441525   23.54509    113.14456     0.32      0.08     0.33     1 
1220441529   23.54340    113.26321    -0.14     -0.02     0.14     1 
1220441533   23.54163    113.38186    -0.26     -0.06     0.27     1 
1220441534   23.54118    113.41152    -0.25     -0.09     0.26     1 
1220441536   23.54024    113.47084     0.45     -0.10     0.46     1 
1220441538   23.53929    113.53015     0.10     -0.02     0.10     1 
1220441539   23.53881    113.55981     0.15     -0.04     0.16     1 
1220441542   23.53732    113.64877     0.11      0.14     0.18     1 
1220441543   23.53681    113.67843    -0.00     -0.08     0.08     1 
1220441544   23.53629    113.70808     0.05      0.06     0.08     1 
1220441545   23.53578    113.73773    -0.05      0.02     0.05     1 
1220441546   23.53525    113.76738    -0.24      0.04     0.24     1 
1220441547   23.53472    113.79703     0.00     -0.02     0.02     1 
1220441549   23.53364    113.85632     0.04     -0.04     0.05     1 
1220441550   23.53309    113.88597    -0.19     -0.04     0.19     1 
1220441553   23.53142    113.97491     0.13     -0.14     0.19     1 
1220441554   23.53085    114.00455    -0.21     -0.19     0.28     1 
1220441555   23.53027    114.03419    -0.18     -0.13     0.22     1 
1220441556   23.52969    114.06383    -0.20     -0.00     0.20     1 
1220441557   23.52911    114.09347    -0.24     -0.22     0.33     1 
1220441558   23.52851    114.12311    -0.36     -0.16     0.39     1 
1220441560   23.52731    114.18239    -0.48     -0.13     0.50     1 
1220441561   23.52670    114.21202    -0.34     -0.22     0.40     1 
1220441562   23.52609    114.24166    -0.21     -0.03     0.21     1 
1220441563   23.52547    114.27129    -0.37     -0.10     0.38     1 
1220441564   23.52484    114.30093    -0.03     -0.02     0.03     1 
1220441565   23.52421    114.33056    -0.07     -0.03     0.08     1 
1220441569   23.52162    114.44908    -0.27      0.06     0.27     1 
1220441589   23.52460    112.81785    -0.42     -0.19     0.46     1 
1220441590   23.52425    112.84752     0.11     -0.02     0.11     1 
1220441592   23.52353    112.90685    -0.28     -0.12     0.31     1 
1220441594   23.52279    112.96618     0.30      0.10     0.32     1 
1220441598   23.52125    113.08483    -0.05      0.05     0.07     1 
1220441600   23.52044    113.14416    -0.08      0.12     0.15     1 
1220441601   23.52003    113.17382     0.30      0.02     0.30     1 
1220441602   23.51962    113.20348    -0.31     -0.09     0.32     1 
1220441603   23.51919    113.23313    -0.11     -0.08     0.13     1 
1220441605   23.51833    113.29245     0.38     -0.13     0.40     1 
1220441607   23.51745    113.35176    -0.03     -0.06     0.07     1 
1220441608   23.51700    113.38142    -0.16     -0.04     0.16     1 
1220441609   23.51654    113.41107    -0.07      0.06     0.10     1 
1220441610   23.51608    113.44073     0.09     -0.03     0.09     1 
1220441611   23.51561    113.47038     0.07      0.13     0.15     1 
1220441614   23.51417    113.55933     0.22      0.13     0.26     1 
1220441616   23.51318    113.61863     0.11      0.06     0.13     1 
1220441618   23.51217    113.67793     0.23      0.00     0.23     1 
1220441619   23.51166    113.70757     0.00     -0.14     0.14     1 
1220441621   23.51062    113.76686    -0.18      0.00     0.18     1 
1220441622   23.51009    113.79651     0.05      0.07     0.09     1 
1220441623   23.50955    113.82615    -0.11     -0.11     0.15     1 
1220441624   23.50901    113.85579    -0.25      0.06     0.26     1 
1220441626   23.50791    113.91507    -0.04      0.09     0.10     1 
1220441628   23.50679    113.97435     0.04     -0.03     0.05     1 
1220441629   23.50622    114.00399    -0.21     -0.08     0.23     1 
1220441630   23.50565    114.03363    -0.14     -0.06     0.15     1 
1220441631   23.50507    114.06326    -0.03     -0.11     0.11     1 
1220441632   23.50448    114.09290    -0.30     -0.03     0.30     1 
1220441633   23.50389    114.12253    -0.26      0.05     0.26     1 
1220441634   23.50329    114.15216    -0.40     -0.19     0.44     1 
1220441635   23.50269    114.18180    -0.46     -0.12     0.47     1 
1220441636   23.50208    114.21143    -0.27     -0.00     0.27     1 
1220441637   23.50147    114.24106    -0.43     -0.12     0.44     1 
1220441638   23.50085    114.27069    -0.21     -0.13     0.25     1 
1220441639   23.50022    114.30031    -0.29     -0.11     0.31     1 
1220441640   23.49959    114.32994    -0.28     -0.15     0.32     1 
1220441641   23.49895    114.35957    -0.11     -0.02     0.11     1 
1220441642   23.49831    114.38919    -0.11     -0.14     0.18     1 
1220441646   23.49569    114.50768     0.22      0.06     0.23     1 
1220441662   23.50063    112.75819    -0.02     -0.12     0.12     1 
1220441663   23.50029    112.78785     0.14     -0.02     0.14     1 
1220441667   23.49889    112.90650    -0.30     -0.47     0.56     2 
1220441668   23.49852    112.93616     0.36      0.36     0.50     2 
1220441669   23.49815    112.96582     0.12      0.09     0.15     1 
1220441671   23.49739    113.02513     0.26      0.15     0.30     1 
1220441675   23.49580    113.14376     0.28     -0.20     0.35     1 
1220441678   23.49455    113.23272    -0.05      0.21     0.22     1 
1220441682   23.49281    113.35133     0.34     -0.09     0.35     1 
1220441683   23.49236    113.38097    -0.30     -0.12     0.32     1 
1220441684   23.49190    113.41062     0.35      0.01     0.35     1 
1220441686   23.49097    113.46992    -0.00      0.04     0.04     1 
1220441689   23.48954    113.55886    -0.13      0.03     0.14     1 
1220441690   23.48905    113.58850    -0.10      0.10     0.14     1 
1220441691   23.48855    113.61814    -0.04      0.12     0.13     1 
1220441692   23.48805    113.64779     0.33     -0.05     0.33     1 
1220441693   23.48754    113.67743    -0.20     -0.07     0.21     1 
1220441694   23.48703    113.70707     0.13      0.05     0.14     1 
1220441697   23.48546    113.79599    -0.37     -0.03     0.37     1 
1220441698   23.48493    113.82563    -0.11     -0.10     0.15     1 
1220441699   23.48438    113.85526    -0.25      0.10     0.27     1 
1220441700   23.48384    113.88490    -0.02      0.14     0.14     1 
1220441701   23.48329    113.91453     0.35     -0.14     0.38     1 
1220441702   23.48273    113.94417     0.20     -0.04     0.20     1 
1220441703   23.48217    113.97380     0.32     -0.30     0.44     1 
1220441704   23.48160    114.00343     0.06     -0.08     0.10     1 
1220441705   23.48102    114.03306    -0.07     -0.03     0.08     1 
1220441706   23.48044    114.06269    -0.19     -0.02     0.19     1 
1220441707   23.47986    114.09232    -0.35     -0.03     0.35     1 
1220441708   23.47927    114.12195    -0.19     -0.19     0.27     1 
1220441709   23.47867    114.15158    -0.44     -0.06     0.45     1 
1220441711   23.47746    114.21083    -0.20     -0.25     0.32     1 
1220441712   23.47685    114.24045    -0.34     -0.10     0.36     1 
1220441713   23.47623    114.27008    -0.12     -0.24     0.27     1 
1220441714   23.47560    114.29970    -0.17     -0.24     0.30     1 
1220441715   23.47497    114.32932    -0.19     -0.08     0.21     1 
1220441716   23.47434    114.35894    -0.23     -0.22     0.31     1 
1220441717   23.47369    114.38856    -0.15     -0.14     0.20     1 
1220441718   23.47305    114.41818    -0.12     -0.19     0.22     1 
1220441736   23.47632    112.72821     0.08     -0.07     0.11     1 
1220441738   23.47565    112.78752     0.39      0.20     0.44     1 
1220441743   23.47388    112.93580     0.29      0.04     0.29     1 
1220441744   23.47350    112.96545     0.13      0.01     0.14     1 
1220441747   23.47236    113.05441     0.21     -0.08     0.23     1 
1220441759   23.46726    113.41017    -0.13     -0.05     0.14     1 
1220441761   23.46634    113.46946    -0.19      0.15     0.24     1 
1220441762   23.46586    113.49910     0.38     -0.14     0.40     1 
1220441764   23.46490    113.55838     0.10      0.02     0.10     1 
1220441765   23.46441    113.58802    -0.02      0.02     0.03     1 
1220441766   23.46392    113.61766    -0.06      0.06     0.09     1 
1220441767   23.46342    113.64729    -0.06      0.10     0.12     1 
1220441768   23.46291    113.67693    -0.07      0.03     0.08     1 
1220441769   23.46240    113.70657     0.07      0.34     0.35     1 
1220441772   23.46083    113.79547     0.26      0.11     0.28     1 
1220441773   23.46029    113.82510     0.22      0.01     0.22     1 
1220441774   23.45976    113.85473     0.02     -0.24     0.25     1 
1220441775   23.45921    113.88436    -0.21     -0.03     0.21     1 
1220441776   23.45866    113.91399     0.20     -0.09     0.22     1 
1220441778   23.45754    113.97325     0.14     -0.02     0.14     1 
1220441780   23.45640    114.03250    -0.03     -0.11     0.12     1 
1220441781   23.45582    114.06212    -0.15     -0.09     0.18     1 
1220441782   23.45523    114.09175    -0.29      0.01     0.29     1 
1220441783   23.45464    114.12137    -0.29     -0.13     0.32     1 
1220441784   23.45405    114.15099    -0.34     -0.26     0.42     1 
1220441786   23.45284    114.21023    -0.37     -0.15     0.40     1 
1220441787   23.45223    114.23985    -0.24     -0.19     0.31     1 
1220441788   23.45161    114.26947    -0.43     -0.03     0.43     1 
1220441789   23.45098    114.29909    -0.24     -0.23     0.33     1 
1220441791   23.44972    114.35832    -0.23     -0.10     0.25     1 
1220441792   23.44908    114.38793    -0.39     -0.24     0.46     1 
1220441796   23.44646    114.50638     0.02     -0.00     0.02     1 
1220441812   23.45134    112.75754     0.19     -0.03     0.19     1 
1220441815   23.45031    112.84649     0.02      0.05     0.05     1 
1220441817   23.44959    112.90579     0.20      0.04     0.21     1 
1220441818   23.44923    112.93544     0.22      0.06     0.23     1 
1220441819   23.44886    112.96509     0.25     -0.05     0.25     1 
1220441821   23.44810    113.02438     0.06     -0.26     0.27     1 
1220441822   23.44771    113.05403     0.09      0.08     0.12     1 
1220441833   23.44308    113.38009     0.14      0.16     0.21     1 
1220441838   23.44075    113.52827    -0.16     -0.14     0.21     1 
1220441839   23.44027    113.55791    -0.17     -0.19     0.26     1 
1220441840   23.43978    113.58754     0.28     -0.05     0.28     1 
1220441841   23.43928    113.61717    -0.03      0.02     0.03     1 
1220441842   23.43878    113.64680    -0.20      0.02     0.20     1 
1220441843   23.43828    113.67643    -0.32      0.00     0.32     1 
1220441844   23.43777    113.70606    -0.07      0.02     0.08     1 
1220441845   23.43725    113.73569    -0.23     -0.12     0.26     1 
1220441846   23.43673    113.76532    -0.25     -0.01     0.25     1 
1220441849   23.43513    113.85420    -0.19     -0.01     0.19     1 
1220441850   23.43458    113.88383     0.19      0.11     0.22     1 
1220441851   23.43403    113.91345    -0.05     -0.03     0.06     1 
1220441852   23.43347    113.94307    -0.03      0.06     0.07     1 
1220441853   23.43291    113.97270    -0.17     -0.01     0.17     1 
1220441854   23.43235    114.00232    -0.19     -0.20     0.28     1 
1220441855   23.43177    114.03194    -0.34     -0.00     0.34     1 
1220441856   23.43119    114.06156    -0.18      0.04     0.19     1 
1220441857   23.43061    114.09117    -0.40     -0.18     0.44     1 
1220441859   23.42942    114.15041    -0.30     -0.11     0.32     1 
1220441860   23.42882    114.18002    -0.26      0.09     0.28     1 
1220441861   23.42822    114.20964    -0.15     -0.02     0.16     1 
1220441862   23.42761    114.23925    -0.43     -0.05     0.43     1 
1220441863   23.42699    114.26886    -0.39     -0.11     0.41     1 
1220441864   23.42637    114.29847     0.12     -0.01     0.12     1 
1220441868   23.42382    114.41691     0.04     -0.04     0.06     1 
1220441869   23.42316    114.44652     0.02      0.08     0.08     1 
1220441888   23.42635    112.78686    -0.38     -0.11     0.40     1 
1220441891   23.42531    112.87579    -0.37     -0.19     0.41     1 
1220441898   23.42268    113.08329     0.23     -0.03     0.23     1 
1220441899   23.42228    113.11293    -0.03     -0.26     0.26     1 
1220441907   23.41889    113.35001     0.35     -0.01     0.35     1 
1220441915   23.41514    113.58706    -0.17     -0.12     0.21     1 
1220441917   23.41415    113.64631    -0.32     -0.02     0.32     1 
1220441918   23.41364    113.67594    -0.22     -0.30     0.37     1 
1220441919   23.41313    113.70556     0.00      0.03     0.03     1 
1220441920   23.41262    113.73519    -0.23     -0.32     0.39     1 
1220441924   23.41050    113.85367     0.15      0.29     0.33     1 
1220441925   23.40995    113.88329     0.09      0.08     0.12     1 
1220441927   23.40885    113.94253    -0.09      0.02     0.10     1 
1220441928   23.40829    113.97214    -0.14      0.17     0.22     1 
1220441929   23.40772    114.00176    -0.32     -0.02     0.32     1 
1220441930   23.40715    114.03137    -0.10     -0.02     0.10     1 
1220441931   23.40657    114.06099    -0.24     -0.09     0.26     1 
1220441932   23.40599    114.09060    -0.34      0.06     0.35     1 
1220441933   23.40540    114.12021    -0.15     -0.03     0.15     1 
1220441934   23.40480    114.14983    -0.22     -0.03     0.22     1 
1220441935   23.40420    114.17943    -0.47     -0.10     0.48     1 
1220441936   23.40360    114.20904    -0.35     -0.08     0.36     1 
1220441937   23.40299    114.23865    -0.40     -0.15     0.43     1 
1220441938   23.40237    114.26826    -0.36     -0.00     0.36     1 
1220441939   23.40175    114.29787    -0.44     -0.13     0.46     1 
1220441943   23.39920    114.41628    -0.03     -0.11     0.12     1 
1220441945   23.39789    114.47548    -0.04     -0.09     0.10     1 
1220441946   23.39723    114.50508     0.14     -0.11     0.18     1 
1220441963   23.40170    112.78652    -0.37     -0.04     0.37     1 
1220441966   23.40066    112.87544    -0.01      0.02     0.02     1 
1220441971   23.39881    113.02363     0.14     -0.02     0.14     1 
1220441972   23.39843    113.05326     0.22      0.18     0.28     1 
1220441973   23.39803    113.08290    -0.13     -0.09     0.16     1 
1220441974   23.39764    113.11253    -0.27     -0.06     0.28     1 
1220441976   23.39682    113.17180     0.18     -0.03     0.19     1 
1220441979   23.39556    113.26069     0.10      0.19     0.21     1 
1220441982   23.39425    113.34958     0.17      0.06     0.18     1 
1220441985   23.39289    113.43846     0.02      0.14     0.14     1 
1220441986   23.39242    113.46809    -0.02     -0.24     0.24     1 
1220441989   23.39100    113.55696    -0.29     -0.11     0.31     1 
1220441993   23.38901    113.67544    -0.08     -0.00     0.08     1 
1220441994   23.38850    113.70506    -0.08     -0.05     0.10     1 
1220441999   23.38587    113.85314     0.29     -0.04     0.29     1 
1220442001   23.38477    113.91237    -0.22     -0.16     0.27     1 
1220442002   23.38422    113.94198    -0.23      0.04     0.24     1 
1220442003   23.38366    113.97159    -0.29     -0.09     0.30     1 
1220442004   23.38309    114.00120    -0.12      0.05     0.13     1 
1220442005   23.38252    114.03081     0.20     -0.19     0.27     1 
1220442006   23.38195    114.06042    -0.11     -0.07     0.13     1 
1220442007   23.38136    114.09003    -0.09     -0.09     0.13     1 
1220442008   23.38077    114.11964    -0.13     -0.06     0.14     1 
1220442009   23.38018    114.14924    -0.21     -0.02     0.21     1 
1220442010   23.37958    114.17885    -0.40      0.00     0.40     1 
1220442011   23.37898    114.20845    -0.42     -0.13     0.44     1 
1220442012   23.37836    114.23805    -0.38     -0.05     0.38     1 
1220442013   23.37775    114.26765    -0.52     -0.06     0.52     2 
1220442014   23.37713    114.29725    -0.23     -0.16     0.28     1 
1220442017   23.37523    114.38605    -0.15     -0.12     0.19     1 
1220442020   23.37328    114.47484     0.03      0.04     0.05     1 
1220442021   23.37262    114.50443    -0.30     -0.06     0.30     1 
1220442035   23.37805    112.69729     0.17      0.08     0.19     1 
1220442037   23.37739    112.75656    -0.22     -0.18     0.29     1 
1220442038   23.37705    112.78620    -0.26     -0.14     0.29     1 
1220442044   23.37492    112.96399     0.11      0.07     0.13     1 
1220442045   23.37455    112.99362     0.06      0.14     0.15     1 
1220442050   23.37259    113.14177     0.08     -0.06     0.10     1 
1220442052   23.37177    113.20102     0.08     -0.04     0.09     1 
1220442057   23.36961    113.34915     0.19      0.06     0.20     1 
1220442064   23.36636    113.55649    -0.42     -0.15     0.45     1 
1220442066   23.36538    113.61572     0.24      0.16     0.29     1 
1220442068   23.36438    113.67495    -0.29     -0.24     0.38     1 
1220442069   23.36387    113.70456    -0.34      0.01     0.34     1 
1220442070   23.36335    113.73417     0.06      0.04     0.08     1 
1220442071   23.36283    113.76379    -0.48      0.09     0.48     1 
1220442072   23.36231    113.79340     0.24     -0.23     0.33     1 
1220442073   23.36178    113.82301    -0.01     -0.03     0.03     1 
1220442074   23.36124    113.85262    -0.25      0.05     0.26     1 
1220442075   23.36069    113.88223    -0.28     -0.19     0.34     1 
1220442077   23.35959    113.94144    -0.07      0.02     0.07     1 
1220442078   23.35903    113.97105    -0.24      0.00     0.24     1 
1220442079   23.35847    114.00065    -0.39     -0.05     0.39     1 
1220442080   23.35790    114.03025    -0.36      0.02     0.36     1 
1220442082   23.35674    114.08946    -0.03     -0.02     0.03     1 
1220442085   23.35496    114.17826    -0.19      0.01     0.19     1 
1220442086   23.35435    114.20786    -0.34     -0.08     0.35     1 
1220442087   23.35374    114.23745    -0.35      0.01     0.35     1 
1220442088   23.35313    114.26705    -0.45     -0.08     0.46     1 
1220442090   23.35188    114.32624    -0.22     -0.14     0.26     1 
1220442091   23.35125    114.35583    -0.44     -0.14     0.46     1 
1220442092   23.35061    114.38542    -0.36     -0.06     0.37     1 
1220442095   23.34866    114.47419    -0.39      0.00     0.39     1 
1220442112   23.35274    112.75624     0.01      0.10     0.10     1 
1220442114   23.35207    112.81549     0.12     -0.00     0.12     1 
1220442118   23.35065    112.93400     0.20      0.10     0.22     1 
1220442119   23.35028    112.96363     0.07      0.02     0.07     1 
1220442120   23.34990    112.99326     0.13     -0.06     0.14     1 
1220442123   23.34875    113.08213     0.17      0.01     0.17     1 
1220442124   23.34835    113.11175     0.09      0.13     0.16     1 
1220442131   23.34541    113.31909     0.17      0.03     0.17     1 
1220442134   23.34407    113.40794    -0.04     -0.02     0.04     1 
1220442136   23.34315    113.46717     0.04      0.03     0.05     1 
1220442140   23.34124    113.58562     0.16     -0.12     0.20     1 
1220442143   23.33975    113.67445     0.10     -0.07     0.13     1 
1220442144   23.33924    113.70406    -0.10      0.00     0.10     1 
1220442146   23.33820    113.76328    -0.27     -0.09     0.28     1 
1220442147   23.33768    113.79288    -0.33     -0.32     0.46     1 
1220442148   23.33714    113.82249     0.19     -0.02     0.20     1 
1220442149   23.33661    113.85209    -0.00     -0.16     0.16     1 
1220442150   23.33607    113.88169     0.10     -0.08     0.13     1 
1220442151   23.33552    113.91129    -0.26      0.21     0.33     1 
1220442153   23.33441    113.97050    -0.06      0.02     0.06     1 
1220442154   23.33384    114.00010    -0.02     -0.03     0.03     1 
1220442155   23.33327    114.02970    -0.35     -0.11     0.37     1 
1220442156   23.33270    114.05929    -0.41     -0.04     0.42     1 
1220442158   23.33153    114.11848     0.21     -0.05     0.21     1 
1220442159   23.33093    114.14808    -0.27      0.09     0.28     1 
1220442160   23.33034    114.17767    -0.26     -0.03     0.26     1 
1220442161   23.32973    114.20727    -0.06     -0.07     0.09     1 
1220442164   23.32789    114.29604    -0.47     -0.20     0.51     2 
1220442165   23.32726    114.32563    -0.23     -0.10     0.25     1 
1220442166   23.32663    114.35521    -0.08     -0.14     0.16     1 
1220442168   23.32535    114.41438    -0.12     -0.17     0.21     1 
1220442169   23.32470    114.44397    -0.24     -0.03     0.24     1 
1220442170   23.32405    114.47355    -0.01     -0.02     0.02     1 
1220442189   23.32742    112.81516     0.16      0.02     0.16     1 
1220442191   23.32672    112.87440    -0.23      0.40     0.46     1 
1220442193   23.32600    112.93365     0.15      0.05     0.16     1 
1220442200   23.32330    113.14098     0.28      0.05     0.29     1 
1220442205   23.32121    113.28905     0.40     -0.02     0.40     1 
1220442209   23.31943    113.40750    -0.25      0.00     0.25     1 
1220442217   23.31561    113.64436     0.04     -0.07     0.08     1 
1220442221   23.31357    113.76277    -0.14     -0.10     0.17     1 
1220442222   23.31304    113.79237     0.25      0.28     0.37     1 
1220442225   23.31144    113.88116    -0.22     -0.24     0.33     1 
1220442228   23.30978    113.96995    -0.03     -0.02     0.03     1 
1220442229   23.30922    113.99954    -0.18     -0.12     0.22     1 
1220442230   23.30864    114.02914    -0.29     -0.22     0.37     1 
1220442231   23.30807    114.05873    -0.23     -0.14     0.27     1 
1220442233   23.30690    114.11791     0.13      0.05     0.14     1 
1220442236   23.30511    114.20667    -0.08      0.02     0.08     1 
1220442237   23.30450    114.23626    -0.39      0.05     0.39     1 
1220442240   23.30264    114.32501    -0.21     -0.03     0.21     1 
1220442241   23.30201    114.35460     0.33      0.13     0.35     1 
1220442242   23.30138    114.38418    -0.19      0.09     0.21     1 
1220442243   23.30073    114.41376    -0.06     -0.07     0.09     1 
1220442244   23.30009    114.44334    -0.23     -0.15     0.27     1 
1220442260   23.30410    112.69635    -0.11     -0.16     0.20     1 
1220442263   23.30311    112.78521    -0.00      0.07     0.07     1 
1220442266   23.30207    112.87406     0.06     -0.12     0.14     1 
1220442267   23.30172    112.90368     0.13      0.02     0.13     1 
1220442271   23.30023    113.02214     0.40     -0.08     0.41     1 
1220442272   23.29985    113.05175    -0.07     -0.01     0.07     1 
1220442273   23.29946    113.08136     0.13      0.02     0.13     1 
1220442274   23.29906    113.11097     0.05      0.00     0.05     1 
1220442279   23.29700    113.25902     0.05     -0.19     0.20     1 
1220442283   23.29525    113.37745    -0.02     -0.23     0.23     1 
1220442284   23.29480    113.40706    -0.35     -0.16     0.39     1 
1220442285   23.29434    113.43666    -0.27      0.08     0.29     1 
1220442286   23.29387    113.46626    -0.16     -0.08     0.18     1 
1220442287   23.29341    113.49587    -0.25      0.05     0.26     1 
1220442296   23.28894    113.76226     0.27     -0.22     0.34     1 
1220442299   23.28735    113.85104     0.18      0.12     0.21     1 
