==============================================================================
==============================================================================
Tue. May. 21 2013                  LANDSAT 7                       Time: 08:33
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101305213086_00002                          Path / Row - 122 / 44
Reference Image: L51BKT1009306020100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 95.8%
Rank   2 --  4.2%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1220441849   23.42588    113.91474    -0.04     -0.14     0.14     1 
1220441850   23.42531    113.94524    -0.17     -0.15     0.23     1 
1220441851   23.42473    113.97574    -0.25      0.07     0.26     1 
1220441853   23.42356    114.03674     0.02     -0.23     0.23     1 
1220441854   23.42296    114.06723    -0.02     -0.36     0.36     1 
1220441855   23.42236    114.09773    -0.21     -0.08     0.23     1 
1220441857   23.42114    114.15872    -0.02     -0.13     0.13     1 
1220441858   23.42052    114.18921    -0.13     -0.11     0.17     1 
1220441859   23.41989    114.21970    -0.17      0.06     0.17     1 
1220441860   23.41926    114.25019    -0.15      0.02     0.15     1 
1220441861   23.41862    114.28068    -0.03     -0.37     0.37     1 
1220441864   23.41667    114.37215     0.43     -0.09     0.44     1 
1220441865   23.41601    114.40263     0.19      0.06     0.20     1 
1220441867   23.41467    114.46360     0.06     -0.09     0.11     1 
1220441868   23.41399    114.49408     0.32     -0.14     0.35     1 
1220441885   23.41893    112.72423    -0.02     -0.07     0.07     1 
1220441886   23.41859    112.75476     0.07      0.00     0.07     1 
1220441887   23.41824    112.78528    -0.31     -0.01     0.31     1 
1220441888   23.41789    112.81580    -0.01      0.01     0.02     1 
1220441889   23.41753    112.84633    -0.36     -0.07     0.37     1 
1220441890   23.41717    112.87685     0.05     -0.04     0.07     1 
1220441891   23.41680    112.90737     0.06     -0.03     0.07     1 
1220441892   23.41642    112.93789     0.06     -0.10     0.12     1 
1220441893   23.41604    112.96842     0.08      0.01     0.08     1 
1220441895   23.41526    113.02946    -0.04     -0.05     0.07     1 
1220441896   23.41486    113.05997    -0.24      0.00     0.24     1 
1220441900   23.41320    113.18205     0.17     -0.17     0.24     1 
1220441906   23.41054    113.36513    -0.00     -0.00     0.00     1 
1220441907   23.41007    113.39564     0.05      0.00     0.05     1 
1220441908   23.40960    113.42615     0.30     -0.09     0.32     1 
1220441910   23.40864    113.48717    -0.03      0.05     0.06     1 
1220441913   23.40716    113.57869    -0.07      0.05     0.09     1 
1220441914   23.40665    113.60919    -0.56     -0.24     0.61     2 
1220441916   23.40562    113.67020    -0.20      0.01     0.20     1 
1220441917   23.40509    113.70070     0.18      0.01     0.18     1 
1220441918   23.40456    113.73121    -0.44     -0.09     0.45     1 
1220441919   23.40403    113.76171     0.13      0.01     0.13     1 
1220441922   23.40238    113.85321     0.05      0.04     0.06     1 
1220441925   23.40068    113.94469    -0.21     -0.08     0.23     1 
1220441926   23.40011    113.97519     0.08      0.03     0.08     1 
1220441928   23.39893    114.03617    -0.31      0.02     0.31     1 
1220441929   23.39834    114.06667    -0.36      0.06     0.37     1 
1220441931   23.39713    114.12765    -0.08     -0.09     0.12     1 
1220441932   23.39651    114.15813     0.07     -0.09     0.11     1 
1220441933   23.39589    114.18862    -0.11      0.02     0.11     1 
1220441936   23.39400    114.28008    -0.26     -0.15     0.30     1 
1220441937   23.39336    114.31056    -0.18     -0.11     0.21     1 
1220441943   23.38937    114.49344     0.08     -0.02     0.09     1 
1220441961   23.39394    112.75443     0.09     -0.07     0.12     1 
1220441962   23.39359    112.78495    -0.33      0.05     0.33     1 
1220441963   23.39324    112.81547     0.13     -0.06     0.15     1 
1220441964   23.39288    112.84599     0.02     -0.04     0.05     1 
1220441965   23.39252    112.87650     0.01     -0.08     0.08     1 
1220441967   23.39178    112.93754     0.17      0.00     0.17     1 
1220441968   23.39140    112.96805    -0.06     -0.11     0.12     1 
1220441969   23.39101    112.99857     0.12      0.10     0.16     1 
1220441970   23.39062    113.02908     0.09     -0.02     0.10     1 
1220441971   23.39022    113.05959    -0.03     -0.12     0.12     1 
1220441973   23.38940    113.12062    -0.25      0.08     0.26     1 
1220441976   23.38813    113.21215    -0.13      0.12     0.18     1 
1220441977   23.38770    113.24266     0.03      0.12     0.12     1 
1220441978   23.38726    113.27317     0.16      0.18     0.24     1 
1220441980   23.38636    113.33418    -0.09      0.18     0.20     1 
1220441984   23.38449    113.45620    -0.17     -0.14     0.22     1 
1220441986   23.38352    113.51721     0.05     -0.17     0.18     1 
1220441987   23.38302    113.54771    -0.15     -0.21     0.26     1 
1220441988   23.38252    113.57821    -0.32      0.21     0.39     1 
1220441989   23.38201    113.60871    -0.31     -0.16     0.35     1 
1220441990   23.38150    113.63921    -0.28     -0.01     0.28     1 
1220441991   23.38098    113.66971     0.13     -0.11     0.17     1 
1220441992   23.38046    113.70020    -0.27     -0.28     0.39     1 
1220441994   23.37940    113.76120     0.02     -0.19     0.19     1 
1220441995   23.37885    113.79169     0.04     -0.36     0.37     1 
1220441997   23.37775    113.85268     0.02     -0.01     0.03     1 
1220441998   23.37719    113.88317     0.13      0.02     0.13     1 
1220441999   23.37663    113.91366    -0.26     -0.24     0.35     1 
1220442000   23.37606    113.94415    -0.20     -0.08     0.22     1 
1220442001   23.37548    113.97464    -0.39     -0.23     0.46     1 
1220442002   23.37490    114.00513    -0.17      0.05     0.18     1 
1220442004   23.37371    114.06610    -0.03      0.01     0.03     1 
1220442005   23.37311    114.09658    -0.08     -0.18     0.19     1 
1220442007   23.37189    114.15755    -0.19      0.01     0.19     1 
1220442009   23.37065    114.21851    -0.11      0.01     0.11     1 
1220442010   23.37002    114.24899    -0.39      0.12     0.41     1 
1220442017   23.36544    114.46232    -0.43      0.08     0.44     1 
1220442018   23.36476    114.49279     0.03     -0.25     0.25     1 
1220442034   23.36996    112.69308     0.01      0.04     0.04     1 
1220442037   23.36895    112.78462    -0.41      0.22     0.47     1 
1220442039   23.36824    112.84564    -0.27      0.26     0.38     1 
1220442040   23.36788    112.87616     0.12      0.07     0.14     1 
1220442041   23.36751    112.90667    -0.43     -0.18     0.46     1 
1220442044   23.36636    112.99820    -0.07     -0.15     0.16     1 
1220442045   23.36597    113.02871     0.24      0.02     0.24     1 
1220442047   23.36517    113.08972     0.11     -0.03     0.12     1 
1220442053   23.36262    113.27275     0.33     -0.01     0.33     1 
1220442061   23.35888    113.51674     0.04      0.01     0.04     1 
1220442063   23.35789    113.57774    -0.20      0.02     0.20     1 
1220442064   23.35738    113.60823     0.06      0.20     0.21     1 
1220442066   23.35635    113.66921    -0.06      0.08     0.09     1 
1220442068   23.35530    113.73020     0.11      0.02     0.11     1 
1220442071   23.35368    113.82166    -0.17     -0.02     0.18     1 
1220442072   23.35312    113.85215     0.17     -0.48     0.51     2 
1220442073   23.35256    113.88264    -0.28      0.09     0.30     1 
1220442074   23.35200    113.91312    -0.41      0.12     0.42     1 
1220442076   23.35085    113.97409     0.26     -0.24     0.36     1 
1220442077   23.35027    114.00457    -0.61     -0.01     0.61     2 
1220442078   23.34968    114.03505    -0.17      0.20     0.26     1 
1220442079   23.34909    114.06553    -0.13     -0.04     0.14     1 
1220442082   23.34727    114.15697    -0.30      0.11     0.32     1 
1220442086   23.34476    114.27886    -0.19      0.00     0.19     1 
1220442088   23.34347    114.33981     0.02     -0.04     0.04     1 
1220442089   23.34282    114.37028    -0.03     -0.20     0.20     1 
1220442090   23.34216    114.40075     0.15     -0.48     0.50     1 
1220442109   23.34531    112.69276     0.14      0.15     0.20     1 
1220442110   23.34498    112.72327     0.24      0.13     0.27     1 
1220442113   23.34395    112.81480     0.13     -0.02     0.13     1 
1220442115   23.34323    112.87581    -0.04      0.09     0.10     1 
1220442116   23.34286    112.90632     0.25     -0.17     0.30     1 
1220442117   23.34248    112.93682    -0.01     -0.02     0.02     1 
1220442118   23.34211    112.96732     0.03     -0.01     0.03     1 
1220442120   23.34133    113.02833    -0.01      0.08     0.08     1 
1220442121   23.34093    113.05883    -0.13      0.09     0.16     1 
1220442122   23.34052    113.08933     0.09     -0.10     0.13     1 
1220442123   23.34011    113.11983     0.11     -0.05     0.12     1 
1220442124   23.33970    113.15033    -0.38      0.38     0.54     2 
1220442127   23.33841    113.24183    -0.04      0.03     0.05     1 
1220442129   23.33753    113.30282    -0.21      0.21     0.30     1 
1220442135   23.33473    113.48579    -0.08      0.23     0.24     1 
1220442136   23.33424    113.51628     0.16      0.08     0.18     1 
1220442137   23.33375    113.54677    -0.06      0.15     0.16     1 
1220442143   23.33067    113.72969    -0.45     -0.05     0.45     1 
1220442144   23.33013    113.76018     0.03      0.11     0.11     1 
1220442145   23.32959    113.79066    -0.10     -0.22     0.24     1 
1220442146   23.32905    113.82114    -0.01     -0.16     0.16     1 
1220442150   23.32680    113.94306     0.19      0.21     0.28     1 
1220442151   23.32623    113.97354    -0.22      0.16     0.27     1 
1220442152   23.32564    114.00402    -0.19      0.04     0.19     1 
1220442153   23.32506    114.03449    -0.28      0.14     0.31     1 
1220442154   23.32446    114.06497    -0.17      0.08     0.18     1 
1220442160   23.32078    114.24779     0.07      0.07     0.10     1 
1220442161   23.32014    114.27826    -0.16      0.11     0.19     1 
1220442163   23.31885    114.33919     0.08     -0.17     0.19     1 
1220442165   23.31754    114.40012     0.05     -0.18     0.19     1 
1220442166   23.31688    114.43058     0.25     -0.18     0.30     1 
1220442167   23.31621    114.46104     0.22     -0.10     0.24     1 
1220442186   23.31999    112.75346    -0.01      0.54     0.54     2 
1220442187   23.31965    112.78396     0.09      0.08     0.12     1 
1220442188   23.31930    112.81446     0.08      0.05     0.09     1 
1220442192   23.31784    112.93646     0.08     -0.01     0.08     1 
1220442193   23.31746    112.96696    -0.14      0.04     0.15     1 
1220442194   23.31707    112.99746     0.04     -0.10     0.11     1 
1220442196   23.31628    113.05845    -0.01     -0.08     0.08     1 
1220442197   23.31588    113.08895    -0.02     -0.03     0.03     1 
1220442198   23.31547    113.11944     0.12      0.02     0.13     1 
1220442199   23.31506    113.14994    -0.03     -0.17     0.18     1 
1220442200   23.31463    113.18043    -0.04      0.00     0.04     1 
1220442202   23.31377    113.24142     0.01      0.07     0.07     1 
1220442203   23.31333    113.27191     0.06      0.06     0.09     1 
1220442204   23.31289    113.30240     0.01      0.05     0.05     1 
1220442205   23.31244    113.33289     0.12     -0.06     0.13     1 
1220442206   23.31198    113.36338     0.08      0.01     0.08     1 
1220442210   23.31009    113.48533    -0.09     -0.02     0.09     1 
1220442211   23.30961    113.51582    -0.26     -0.22     0.35     1 
1220442212   23.30911    113.54630     0.24      0.27     0.36     1 
1220442219   23.30550    113.75967    -0.58      0.11     0.59     2 
1220442222   23.30386    113.85110     0.09      0.01     0.09     1 
1220442223   23.30331    113.88157    -0.52     -0.16     0.54     2 
1220442225   23.30217    113.94252     0.16      0.07     0.17     1 
1220442226   23.30160    113.97299     0.06      0.38     0.39     1 
1220442227   23.30102    114.00346    -0.06      0.08     0.10     1 
1220442228   23.30043    114.03393    -0.10      0.02     0.10     1 
1220442232   23.29802    114.15580    -0.07      0.04     0.08     1 
1220442233   23.29741    114.18627    -0.02      0.01     0.02     1 
1220442237   23.29488    114.30812     0.04     -0.01     0.04     1 
1220442240   23.29293    114.39949    -0.29     -0.15     0.32     1 
1220442241   23.29226    114.42995    -0.09     -0.24     0.26     1 
1220442259   23.29602    112.69214    -0.26      0.18     0.32     1 
1220442261   23.29535    112.75314     0.01      0.05     0.05     1 
1220442265   23.29393    112.87512     0.08      0.12     0.14     1 
1220442266   23.29357    112.90561     0.15      0.14     0.20     1 
1220442267   23.29319    112.93610     0.23     -0.21     0.31     1 
1220442268   23.29281    112.96660     0.10      0.11     0.15     1 
1220442269   23.29243    112.99709     0.07      0.04     0.08     1 
1220442270   23.29204    113.02758     0.19     -0.02     0.19     1 
1220442271   23.29164    113.05807    -0.32     -0.12     0.34     1 
1220442273   23.29083    113.11905     0.37      0.05     0.37     1 
1220442274   23.29041    113.14954     0.18     -0.17     0.24     1 
1220442275   23.28999    113.18003     0.02     -0.00     0.02     1 
1220442276   23.28956    113.21052     0.05      0.09     0.10     1 
1220442281   23.28734    113.36294    -0.16      0.20     0.26     1 
1220442282   23.28688    113.39343    -0.25     -0.29     0.39     1 
1220442283   23.28641    113.42391    -0.28     -0.03     0.28     1 
1220442284   23.28594    113.45439    -0.47     -0.03     0.47     1 
1220442285   23.28546    113.48487    -0.21     -0.07     0.22     1 
1220442286   23.28497    113.51535     0.07     -0.06     0.09     1 
1220442288   23.28398    113.57631     0.09     -0.20     0.22     1 
1220442294   23.28087    113.75916     0.24     -0.15     0.29     1 
1220442299   23.27811    113.91151    -0.18     -0.15     0.23     1 
1220442300   23.27755    113.94198    -0.13      0.01     0.13     1 
1220442301   23.27697    113.97244    -0.02     -0.08     0.09     1 
1220442302   23.27639    114.00291     0.17     -0.10     0.20     1 
1220442303   23.27580    114.03337     0.24     -0.09     0.26     1 
1220442306   23.27401    114.12476     0.33     -0.03     0.33     1 
1220442307   23.27340    114.15522     0.10      0.15     0.18     1 
1220442309   23.27216    114.21614     0.06     -0.08     0.10     1 
1220442311   23.27090    114.27705    -0.09     -0.43     0.44     1 
1220442313   23.26962    114.33796     0.05      0.27     0.27     1 
1220442314   23.26897    114.36841     0.07     -0.10     0.13     1 
1220442315   23.26831    114.39887    -0.05     -0.03     0.06     1 
1220442316   23.26765    114.42932     0.12     -0.18     0.21     1 
1220442317   23.26698    114.45977    -0.10     -0.22     0.25     1 
1220442338   23.27000    112.81379    -0.37     -0.09     0.38     1 
1220442340   23.26929    112.87477    -0.01      0.02     0.02     1 
1220442341   23.26892    112.90526     0.22      0.14     0.26     1 
1220442342   23.26855    112.93575     0.25     -0.04     0.25     1 
1220442344   23.26778    112.99672     0.19     -0.24     0.31     1 
1220442345   23.26739    113.02721     0.04      0.07     0.08     1 
1220442346   23.26700    113.05769     0.20      0.02     0.20     1 
1220442348   23.26618    113.11866     0.01     -0.11     0.11     1 
1220442349   23.26577    113.14915     0.03     -0.09     0.10     1 
1220442350   23.26535    113.17963     0.08     -0.10     0.13     1 
1220442356   23.26270    113.36251     0.13      0.08     0.16     1 
1220442357   23.26224    113.39299    -0.09     -0.11     0.14     1 
1220442358   23.26177    113.42346    -0.40     -0.17     0.44     1 
1220442362   23.25984    113.54536    -0.13     -0.16     0.20     1 
1220442365   23.25833    113.63678     0.23      0.08     0.25     1 
1220442368   23.25677    113.72818    -0.40     -0.02     0.40     1 
1220442369   23.25624    113.75865     0.04      0.17     0.18     1 
1220442371   23.25515    113.81958     0.22     -0.11     0.24     1 
1220442372   23.25461    113.85005    -0.15     -0.14     0.20     1 
1220442373   23.25405    113.88051    -0.16      0.22     0.27     1 
1220442374   23.25349    113.91097     0.03     -0.02     0.04     1 
1220442375   23.25292    113.94144    -0.17      0.01     0.17     1 
1220442376   23.25234    113.97190     0.06      0.28     0.28     1 
1220442378   23.25118    114.03282    -0.31      0.19     0.36     1 
1220442380   23.24999    114.09373     0.14     -0.18     0.23     1 
1220442382   23.24878    114.15464     0.10      0.12     0.16     1 
1220442383   23.24816    114.18510     0.20     -0.10     0.22     1 
1220442386   23.24628    114.27645    -0.27      0.05     0.28     1 
1220442387   23.24564    114.30690    -0.31      0.09     0.32     1 
1220442388   23.24500    114.33735     0.30      0.10     0.31     1 
1220442389   23.24435    114.36780     0.40     -0.04     0.40     1 
1220442390   23.24369    114.39824    -0.06     -0.13     0.14     1 
1220442392   23.24236    114.45913    -0.19      0.26     0.32     1 
1220442411   23.24605    112.75249     0.06      0.27     0.28     1 
1220442415   23.24464    112.87443     0.07     -0.04     0.08     1 
1220442416   23.24427    112.90491     0.08      0.16     0.18     1 
1220442417   23.24390    112.93539     0.17      0.26     0.31     1 
1220442418   23.24352    112.96587    -0.08     -0.12     0.14     1 
1220442420   23.24275    113.02684     0.14     -0.01     0.14     1 
1220442421   23.24235    113.05732     0.02     -0.17     0.17     1 
1220442422   23.24195    113.08779    -0.03     -0.09     0.09     1 
1220442424   23.24113    113.14875    -0.11     -0.15     0.18     1 
1220442425   23.24071    113.17923    -0.05      0.04     0.06     1 
1220442431   23.23806    113.36208    -0.33      0.00     0.33     1 
1220442432   23.23760    113.39255    -0.53      0.16     0.56     2 
1220442433   23.23713    113.42302     0.01     -0.08     0.08     1 
1220442434   23.23666    113.45349     0.13      0.11     0.17     1 
1220442435   23.23618    113.48396    -0.16      0.09     0.18     1 
1220442437   23.23521    113.54489     0.03     -0.05     0.06     1 
1220442439   23.23421    113.60583     0.03      0.02     0.04     1 
1220442442   23.23266    113.69722     0.19      0.06     0.20     1 
1220442443   23.23214    113.72768    -0.06      0.13     0.14     1 
1220442444   23.23161    113.75814     0.42     -0.38     0.56     2 
1220442447   23.22997    113.84952     0.20     -0.01     0.20     1 
1220442448   23.22942    113.87998     0.22     -0.04     0.22     1 
1220442451   23.22772    113.97135     0.00     -0.03     0.03     1 
1220442452   23.22714    114.00181     0.21      0.17     0.28     1 
1220442453   23.22655    114.03226     0.15     -0.10     0.18     1 
1220442454   23.22596    114.06271     0.30      0.02     0.30     1 
1220442455   23.22537    114.09316    -0.18      0.05     0.19     1 
1220442457   23.22415    114.15406     0.24     -0.05     0.24     1 
1220442459   23.22292    114.21496    -0.00     -0.01     0.01     1 
1220442460   23.22229    114.24540    -0.40     -0.36     0.54     2 
1220442461   23.22166    114.27585     0.09      0.00     0.09     1 
1220442462   23.22102    114.30629     0.11     -0.33     0.35     1 
1220442464   23.21973    114.36718     0.06     -0.23     0.24     1 
1220442466   23.21841    114.42806    -0.18     -0.04     0.18     1 
1220442467   23.21775    114.45849     0.50     -0.22     0.54     2 
1220442484   23.22207    112.69121     0.02      0.27     0.27     1 
1220442487   23.22106    112.78265     0.19      0.00     0.19     1 
1220442490   23.21999    112.87408     0.13      0.10     0.16     1 
1220442491   23.21963    112.90456     0.03      0.09     0.10     1 
1220442493   23.21888    112.96551     0.04     -0.06     0.07     1 
1220442494   23.21849    112.99599     0.14     -0.01     0.14     1 
1220442495   23.21810    113.02646     0.08     -0.03     0.09     1 
1220442496   23.21771    113.05694     0.01      0.10     0.10     1 
1220442499   23.21648    113.14836    -0.03     -0.01     0.03     1 
1220442502   23.21521    113.23977     0.09      0.13     0.16     1 
1220442504   23.21433    113.30071    -0.09      0.19     0.21     1 
1220442507   23.21296    113.39211    -0.13     -0.03     0.14     1 
1220442509   23.21202    113.45304    -0.16     -0.09     0.18     1 
1220442511   23.21106    113.51396     0.13     -0.20     0.24     1 
1220442515   23.20906    113.63581    -0.20      0.12     0.23     1 
1220442521   23.20589    113.81855     0.25     -0.10     0.27     1 
1220442522   23.20535    113.84900     0.17     -0.14     0.22     1 
1220442526   23.20309    113.97081     0.16     -0.02     0.16     1 
1220442528   23.20193    114.03170    -0.10      0.01     0.10     1 
1220442529   23.20134    114.06215    -0.04     -0.23     0.24     1 
1220442530   23.20074    114.09260    -0.02      0.07     0.07     1 
1220442531   23.20014    114.12304    -0.14     -0.01     0.14     1 
1220442532   23.19953    114.15348     0.14     -0.04     0.14     1 
1220442535   23.19767    114.24481     0.22     -0.10     0.25     1 
1220442536   23.19704    114.27525     0.26     -0.07     0.27     1 
1220442537   23.19640    114.30569    -0.29     -0.12     0.31     1 
1220442539   23.19511    114.36656     0.29     -0.23     0.37     1 
1220442559   23.19742    112.69090     0.13     -0.27     0.30     1 
1220442560   23.19709    112.72137     0.23      0.16     0.28     1 
1220442563   23.19606    112.81279     0.10      0.07     0.12     1 
1220442565   23.19534    112.87374     0.10      0.22     0.24     1 
1220442570   23.19346    113.02609     0.00     -0.01     0.01     1 
1220442571   23.19306    113.05656    -0.05      0.10     0.11     1 
1220442572   23.19266    113.08703     0.30     -0.04     0.30     1 
1220442574   23.19184    113.14796     0.16      0.13     0.20     1 
1220442575   23.19142    113.17843     0.10     -0.36     0.37     1 
1220442576   23.19100    113.20889    -0.06      0.04     0.08     1 
1220442579   23.18969    113.30029    -0.29      0.10     0.30     1 
1220442582   23.18832    113.39167    -0.33     -0.07     0.34     1 
1220442583   23.18786    113.42213    -0.05      0.03     0.06     1 
1220442590   23.18443    113.63533    -0.12      0.05     0.13     1 
1220442591   23.18392    113.66578     0.18      0.21     0.28     1 
1220442593   23.18287    113.72668     0.24     -0.31     0.39     1 
1220442594   23.18234    113.75713     0.05     -0.14     0.15     1 
1220442595   23.18181    113.78758     0.12     -0.05     0.13     1 
1220442596   23.18126    113.81803    -0.18     -0.14     0.23     1 
1220442597   23.18071    113.84848     0.21     -0.04     0.21     1 
1220442598   23.18016    113.87893    -0.06     -0.01     0.06     1 
1220442601   23.17846    113.97026     0.13     -0.04     0.13     1 
1220442602   23.17788    114.00070     0.09      0.02     0.10     1 
1220442603   23.17730    114.03115     0.13     -0.05     0.14     1 
1220442604   23.17671    114.06159     0.51      0.14     0.53     2 
1220442605   23.17612    114.09203     0.06     -0.03     0.07     1 
1220442606   23.17552    114.12247    -0.10     -0.20     0.23     1 
1220442609   23.17368    114.21378    -0.21     -0.11     0.24     1 
1220442612   23.17178    114.30508    -0.36      0.10     0.37     1 
1220442614   23.17049    114.36594     0.06     -0.18     0.19     1 
1220442633   23.17309    112.66012     0.37      0.35     0.51     2 
1220442634   23.17277    112.69059     0.22     -0.18     0.28     1 
1220442635   23.17244    112.72106    -0.07      0.04     0.08     1 
1220442637   23.17176    112.78199     0.17      0.29     0.33     1 
1220442639   23.17106    112.84293    -0.15     -0.09     0.17     1 
1220442640   23.17070    112.87340    -0.08     -0.14     0.16     1 
1220442642   23.16996    112.93433     0.07      0.16     0.18     1 
1220442643   23.16958    112.96479     0.20      0.01     0.20     1 
1220442645   23.16881    113.02572     0.17      0.06     0.18     1 
1220442648   23.16761    113.11711     0.15     -0.26     0.30     1 
1220442649   23.16720    113.14757    -0.34      0.06     0.35     1 
1220442650   23.16678    113.17803     0.34     -0.02     0.34     1 
1220442651   23.16635    113.20849    -0.24      0.12     0.26     1 
1220442654   23.16504    113.29986    -0.27      0.05     0.27     1 
1220442662   23.16130    113.54349    -0.16      0.18     0.24     1 
1220442666   23.15928    113.66529     0.12     -0.07     0.13     1 
1220442667   23.15876    113.69574     0.11      0.08     0.13     1 
1220442668   23.15824    113.72618     0.07     -0.29     0.30     1 
1220442669   23.15771    113.75663     0.26      0.01     0.27     1 
1220442670   23.15717    113.78707     0.09     -0.08     0.12     1 
1220442671   23.15663    113.81752     0.09     -0.07     0.11     1 
1220442672   23.15609    113.84796     0.18     -0.10     0.21     1 
1220442673   23.15553    113.87840     0.11      0.07     0.13     1 
1220442675   23.15441    113.93928     0.06     -0.02     0.06     1 
1220442676   23.15384    113.96972    -0.04     -0.06     0.07     1 
1220442677   23.15326    114.00016     0.25      0.09     0.27     1 
1220442678   23.15267    114.03059     0.02     -0.21     0.21     1 
1220442679   23.15209    114.06103     0.14     -0.18     0.23     1 
1220442680   23.15149    114.09146     0.03     -0.19     0.19     1 
1220442682   23.15029    114.15233     0.15      0.22     0.26     1 
1220442683   23.14967    114.18276     0.23      0.13     0.27     1 
1220442684   23.14905    114.21319    -0.05     -0.10     0.12     1 
1220442686   23.14780    114.27405    -0.05     -0.14     0.15     1 
1220442687   23.14717    114.30448    -0.04     -0.28     0.28     1 
1220442690   23.14522    114.39575    -0.25      0.06     0.25     1 
1220442691   23.14456    114.42617     0.13      0.09     0.16     1 
1220442710   23.14779    112.72074     0.04      0.17     0.17     1 
1220442711   23.14745    112.75120    -0.20      0.10     0.23     1 
1220442712   23.14711    112.78167    -0.22      0.10     0.24     1 
1220442713   23.14676    112.81213    -0.09     -0.03     0.09     1 
1220442714   23.14641    112.84259     0.22     -0.06     0.23     1 
1220442718   23.14494    112.96443     0.01      0.02     0.02     1 
1220442719   23.14455    112.99489    -0.06      0.06     0.08     1 
1220442720   23.14417    113.02535    -0.06      0.18     0.19     1 
1220442721   23.14377    113.05581     0.18     -0.17     0.24     1 
1220442722   23.14337    113.08626     0.01      0.03     0.03     1 
1220442724   23.14255    113.14718     0.55      0.14     0.57     2 
1220442725   23.14213    113.17763     0.28     -0.21     0.35     1 
1220442726   23.14171    113.20808     0.06     -0.10     0.11     1 
1220442727   23.14128    113.23854     0.05      0.06     0.08     1 
1220442728   23.14085    113.26899    -0.26      0.13     0.29     1 
1220442729   23.14040    113.29944    -0.07      0.15     0.17     1 
1220442744   23.13308    113.75612    -0.03      0.02     0.04     1 
1220442745   23.13254    113.78656     0.01      0.17     0.17     1 
1220442746   23.13200    113.81700    -0.13     -0.27     0.30     1 
1220442748   23.13090    113.87787     0.08     -0.08     0.11     1 
1220442749   23.13034    113.90831    -0.23      0.05     0.24     1 
1220442750   23.12978    113.93874     0.06     -0.20     0.21     1 
1220442753   23.12805    114.03004    -0.06      0.14     0.15     1 
1220442754   23.12746    114.06047     0.16     -0.16     0.23     1 
1220442755   23.12687    114.09090    -0.01      0.00     0.01     1 
1220442756   23.12627    114.12133     0.07     -0.07     0.10     1 
1220442757   23.12566    114.15175    -0.11     -0.15     0.19     1 
1220442758   23.12505    114.18218     0.18      0.03     0.18     1 
1220442760   23.12381    114.24303     0.07     -0.03     0.08     1 
1220442761   23.12318    114.27345    -0.30      0.09     0.31     1 
1220442783   23.12379    112.65951    -0.10      0.21     0.23     1 
1220442784   23.12347    112.68997    -0.06      0.19     0.20     1 
1220442785   23.12314    112.72043    -0.32      0.08     0.33     1 
1220442786   23.12280    112.75088    -0.11     -0.14     0.18     1 
1220442788   23.12211    112.81180     0.04      0.02     0.05     1 
1220442789   23.12176    112.84225     0.01     -0.03     0.03     1 
1220442791   23.12104    112.90317     0.20      0.19     0.28     1 
1220442793   23.12029    112.96407    -0.09      0.01     0.09     1 
1220442798   23.11832    113.11633    -0.01      0.06     0.07     1 
1220442800   23.11749    113.17723    -0.10      0.45     0.47     1 
1220442804   23.11576    113.29902     0.20      0.14     0.25     1 
1220442807   23.11441    113.39036     0.52     -0.21     0.57     2 
1220442814   23.11103    113.60344     0.24     -0.16     0.29     1 
1220442815   23.11053    113.63388     0.16     -0.10     0.19     1 
1220442816   23.11002    113.66432     0.03     -0.06     0.06     1 
1220442818   23.10897    113.72519    -0.12      0.05     0.13     1 
1220442822   23.10682    113.84692     0.03      0.06     0.07     1 
1220442823   23.10627    113.87735    -0.07      0.11     0.13     1 
1220442824   23.10571    113.90778     0.02     -0.22     0.23     1 
1220442825   23.10515    113.93821     0.04      0.05     0.07     1 
1220442828   23.10342    114.02948     0.26     -0.09     0.28     1 
1220442830   23.10224    114.09033     0.12      0.02     0.12     1 
1220442832   23.10104    114.15118     0.05     -0.03     0.06     1 
1220442834   23.09981    114.21202     0.09     -0.02     0.09     1 
1220442836   23.09856    114.27285    -0.31     -0.10     0.33     1 
1220442837   23.09793    114.30327     0.13     -0.10     0.16     1 
1220442840   23.09599    114.39451     0.19     -0.17     0.26     1 
1220442858   23.09914    112.65921    -0.23      0.22     0.32     1 
1220442859   23.09882    112.68966    -0.24     -0.02     0.24     1 
1220442864   23.09711    112.84192     0.14      0.10     0.17     1 
1220442868   23.09564    112.96372     0.07     -0.03     0.07     1 
1220442879   23.09112    113.29860    -0.37     -0.02     0.37     1 
1220442882   23.08977    113.38992     0.07     -0.12     0.14     1 
1220442883   23.08930    113.42036    -0.16      0.20     0.26     1 
1220442884   23.08883    113.45080     0.17      0.01     0.17     1 
